user_id,speed_strategy,speed_mean_log2,speed_seconds_per_tag,speed_timestamped_assignments,pattern_strategy,pattern_vertical_strategy,pattern_count_NNNN,pattern_count_YYY,pattern_count_YYYY,pattern_vertical_count_NNNN,pattern_vertical_count_YYYY,agreement_cohens_kappa,agreement_percent_agreement
10612,LogTrimTaggingSpeed,2.254398,4.771351,444,HorizontalPatternDetection,VerticalPatternDetection,,,28,,23,0.5,0.008772
10613,LogTrimTaggingSpeed,2.022546,4.063001,390,HorizontalPatternDetection,VerticalPatternDetection,,,23,,20,1,0.047077
10614,LogTrimTaggingSpeed,2.246322,4.744717,356,HorizontalPatternDetection,VerticalPatternDetection,,,22,,18,0.5,0.048989
10615,LogTrimTaggingSpeed,1.466841,2.764159,464,HorizontalPatternDetection,VerticalPatternDetection,,,30,,25,0.9375,0.099435
10616,LogTrimTaggingSpeed,1.489486,2.807889,422,HorizontalPatternDetection,VerticalPatternDetection,,,25,,21,0.875,0.05512
10617,LogTrimTaggingSpeed,1.818002,3.525924,463,HorizontalPatternDetection,VerticalPatternDetection,,,33,,29,0.375,0.008717
10621,LogTrimTaggingSpeed,1.949336,3.861968,407,HorizontalPatternDetection,VerticalPatternDetection,,,29,,25,1,0.055014
10624,LogTrimTaggingSpeed,2.262837,4.799343,371,HorizontalPatternDetection,VerticalPatternDetection,,,26,,22,1,0.047077
10625,LogTrimTaggingSpeed,1.653563,3.146096,420,HorizontalPatternDetection,VerticalPatternDetection,,,21,,20,0.75,0.080201
10626,LogTrimTaggingSpeed,0.936042,1.913272,320,HorizontalPatternDetection,VerticalPatternDetection,,,16,,13,1,0.033266
10628,LogTrimTaggingSpeed,1.120893,2.174815,344,HorizontalPatternDetection,VerticalPatternDetection,,,19,,16,0.666667,0.05963
10631,LogTrimTaggingSpeed,1.186353,2.275767,390,HorizontalPatternDetection,VerticalPatternDetection,,,26,,24,0.75,0.133772
10632,LogTrimTaggingSpeed,2.280236,4.857573,48,HorizontalPatternDetection,VerticalPatternDetection,,,2,,2,0,0
10633,LogTrimTaggingSpeed,1.996828,3.991215,221,HorizontalPatternDetection,VerticalPatternDetection,,,17,,14,0.8,0.02807
10638,LogTrimTaggingSpeed,1.258698,2.392797,360,HorizontalPatternDetection,VerticalPatternDetection,,,28,,25,1,0.057761
10639,LogTrimTaggingSpeed,1.17041,2.250756,444,HorizontalPatternDetection,VerticalPatternDetection,,,28,,25,1,0.066533
10640,LogTrimTaggingSpeed,3.677747,12.797119,199,HorizontalPatternDetection,VerticalPatternDetection,,,8,,7,0.75,0.036779
10641,LogTrimTaggingSpeed,1.896029,3.721872,336,HorizontalPatternDetection,VerticalPatternDetection,,,21,,16,0,0
10642,LogTrimTaggingSpeed,0.668161,1.589046,358,HorizontalPatternDetection,VerticalPatternDetection,,,25,,21,1,0.042038
10644,LogTrimTaggingSpeed,1.326451,2.50785,348,HorizontalPatternDetection,VerticalPatternDetection,,,22,,18,0.875,0.041673
10645,LogTrimTaggingSpeed,2.412072,5.322383,370,HorizontalPatternDetection,VerticalPatternDetection,,,15,,12,0.5,0.024495
10647,LogTrimTaggingSpeed,1.466557,2.763615,168,HorizontalPatternDetection,VerticalPatternDetection,,,12,,11,1,0.017544
10775,LogTrimTaggingSpeed,0.911498,1.880997,500,HorizontalPatternDetection,VerticalPatternDetection,,,30,,24,0.928571,0.054488
10776,LogTrimTaggingSpeed,2.238255,4.718259,495,HorizontalPatternDetection,VerticalPatternDetection,,,33,,28,0.884615,0.06688
10778,LogTrimTaggingSpeed,2.072,4.204691,520,HorizontalPatternDetection,VerticalPatternDetection,,,29,,24,0.318182,0.019777
10779,LogTrimTaggingSpeed,0.468454,1.383626,111,HorizontalPatternDetection,VerticalPatternDetection,,,7,,7,1,0.037542
10780,LogTrimTaggingSpeed,1.390819,2.622275,596,HorizontalPatternDetection,VerticalPatternDetection,,,35,,28,0.928571,0.063881
10783,LogTrimTaggingSpeed,1.688081,3.222277,520,HorizontalPatternDetection,VerticalPatternDetection,,,34,,30,0.909091,0.162477
10785,LogTrimTaggingSpeed,0.920406,1.892648,502,HorizontalPatternDetection,VerticalPatternDetection,,,25,,20,0.357143,0.007937
10786,LogTrimTaggingSpeed,0.721172,1.648521,589,HorizontalPatternDetection,VerticalPatternDetection,,,34,,29,1,0.071949
10788,LogTrimTaggingSpeed,0.998039,1.997283,582,HorizontalPatternDetection,VerticalPatternDetection,,,37,,30,0.545455,0.023636
10789,LogTrimTaggingSpeed,1.621765,3.077512,96,HorizontalPatternDetection,VerticalPatternDetection,,,6,,5,1,0.045118
10790,LogTrimTaggingSpeed,0.520693,1.434644,574,HorizontalPatternDetection,VerticalPatternDetection,,,34,,32,0.5625,0.027682
10792,LogTrimTaggingSpeed,0.444124,1.360488,325,HorizontalPatternDetection,VerticalPatternDetection,,,16,,13,1,0.066835
10793,LogTrimTaggingSpeed,1.357146,2.561779,459,HorizontalPatternDetection,VerticalPatternDetection,,,22,,19,1,0.046556
10794,LogTrimTaggingSpeed,1.147212,2.214854,541,HorizontalPatternDetection,VerticalPatternDetection,,,25,,21,0.384615,0.017094
10796,LogTrimTaggingSpeed,0.612243,1.528634,542,HorizontalPatternDetection,VerticalPatternDetection,,,40,,37,0.384615,0.016804
10797,LogTrimTaggingSpeed,0.707429,1.632891,409,HorizontalPatternDetection,VerticalPatternDetection,,,22,,15,0.928571,0.031213
10798,LogTrimTaggingSpeed,2.061761,4.174957,370,HorizontalPatternDetection,VerticalPatternDetection,,,18,,14,1,0.12797
10799,LogTrimTaggingSpeed,0.891503,1.855108,610,HorizontalPatternDetection,VerticalPatternDetection,,,41,,36,0.636364,0.058838
10800,LogTrimTaggingSpeed,1.383456,2.608925,233,HorizontalPatternDetection,VerticalPatternDetection,,,14,,13,0.8,0.044138
10801,LogTrimTaggingSpeed,0.892347,1.856194,332,HorizontalPatternDetection,VerticalPatternDetection,,,23,,21,0.5,0.070139
10802,LogTrimTaggingSpeed,0.88265,1.843759,458,HorizontalPatternDetection,VerticalPatternDetection,,2,25,,21,0.454545,0.088362
10804,LogTrimTaggingSpeed,1.817728,3.525256,185,HorizontalPatternDetection,VerticalPatternDetection,,,12,,8,0.5,0.054368
10805,LogTrimTaggingSpeed,0.870117,1.827812,523,HorizontalPatternDetection,VerticalPatternDetection,,,30,,24,1,0.086443
10807,LogTrimTaggingSpeed,5.377112,41.559652,575,HorizontalPatternDetection,VerticalPatternDetection,,,28,,22,1,0.09438
10808,LogTrimTaggingSpeed,0.984008,1.977952,552,HorizontalPatternDetection,VerticalPatternDetection,,,35,,31,1,0.106911
10809,LogTrimTaggingSpeed,0.386933,1.307611,716,HorizontalPatternDetection,VerticalPatternDetection,,,34,,29,0.928571,0.063881
10811,LogTrimTaggingSpeed,0.958207,1.942894,614,HorizontalPatternDetection,VerticalPatternDetection,,2,30,,28,0.818182,0.161182
10812,LogTrimTaggingSpeed,1.547728,2.923564,529,HorizontalPatternDetection,VerticalPatternDetection,,,34,,29,0.821429,0.105582
10815,LogTrimTaggingSpeed,0.779302,1.7163,465,HorizontalPatternDetection,VerticalPatternDetection,,,34,,28,0.909091,0.090765
10816,LogTrimTaggingSpeed,1.033585,2.047105,401,HorizontalPatternDetection,VerticalPatternDetection,,,24,,19,1,0.046143
10817,LogTrimTaggingSpeed,1.089417,2.12788,582,HorizontalPatternDetection,VerticalPatternDetection,,,40,,35,0.821429,0.06716
10818,LogTrimTaggingSpeed,1.067912,2.096396,405,HorizontalPatternDetection,VerticalPatternDetection,,2,25,,21,0.363636,0.068573
10819,LogTrimTaggingSpeed,1.450275,2.732602,432,HorizontalPatternDetection,VerticalPatternDetection,,5,20,,18,0.545455,0.027952
10820,LogTrimTaggingSpeed,0.805364,1.747586,459,HorizontalPatternDetection,VerticalPatternDetection,,,30,,23,1,0.05868
10821,LogTrimTaggingSpeed,1.710745,3.273297,473,HorizontalPatternDetection,VerticalPatternDetection,,,30,,25,0.818182,0.028432
10822,LogTrimTaggingSpeed,0.723459,1.651136,175,HorizontalPatternDetection,VerticalPatternDetection,,,14,,12,0,0
10824,LogTrimTaggingSpeed,0.242414,1.18297,620,HorizontalPatternDetection,VerticalPatternDetection,,,39,,36,1,0.068189
10825,LogTrimTaggingSpeed,0.968713,1.957094,225,HorizontalPatternDetection,VerticalPatternDetection,,,13,,8,1,0.040733
10826,LogTrimTaggingSpeed,3.197222,9.171907,512,HorizontalPatternDetection,VerticalPatternDetection,,,28,,22,0.909091,0.046088
10827,LogTrimTaggingSpeed,1.309489,2.478538,25,HorizontalPatternDetection,,,,2,,,1,0.045118
10828,LogTrimTaggingSpeed,1.048978,2.069064,482,HorizontalPatternDetection,VerticalPatternDetection,,,30,,26,0.818182,0.119713
10829,LogTrimTaggingSpeed,0.269854,1.205686,356,HorizontalPatternDetection,VerticalPatternDetection,,,22,,18,0,0
10833,LogTrimTaggingSpeed,1.592301,3.015299,508,HorizontalPatternDetection,VerticalPatternDetection,,,36,,30,0.545455,0.025819
10835,LogTrimTaggingSpeed,0.584943,1.49998,321,HorizontalPatternDetection,VerticalPatternDetection,,,19,,18,0.666667,0.091439
10836,LogTrimTaggingSpeed,2.463361,5.514999,135,HorizontalPatternDetection,VerticalPatternDetection,,,10,,9,1,0.045118
10837,LogTrimTaggingSpeed,1.207676,2.309653,231,HorizontalPatternDetection,VerticalPatternDetection,,,16,,12,0.9375,0.030402
10839,LogTrimTaggingSpeed,0.604322,1.520264,459,HorizontalPatternDetection,VerticalPatternDetection,,,27,,25,0.333333,0.046623
10841,LogTrimTaggingSpeed,1.017861,2.024914,617,HorizontalPatternDetection,VerticalPatternDetection,,,40,,34,0.5,0.14841
10842,LogTrimTaggingSpeed,0.964595,1.951516,504,HorizontalPatternDetection,VerticalPatternDetection,,,29,,24,0.5625,0.027682
10844,LogTrimTaggingSpeed,0.94823,1.929505,580,HorizontalPatternDetection,VerticalPatternDetection,,2,32,,28,0.681818,0.039284
10845,LogTrimTaggingSpeed,0.447822,1.363979,313,HorizontalPatternDetection,VerticalPatternDetection,,,20,,15,0.8125,0.035744
10846,LogTrimTaggingSpeed,0.739104,1.669139,111,HorizontalPatternDetection,VerticalPatternDetection,,,8,,6,0,0
10847,LogTrimTaggingSpeed,0.801239,1.742597,151,HorizontalPatternDetection,VerticalPatternDetection,,,11,,9,1,0.022222
10851,LogTrimTaggingSpeed,2.541091,5.82029,531,HorizontalPatternDetection,VerticalPatternDetection,,,24,,19,0.454545,0.020202
10904,LogTrimTaggingSpeed,2.321928,5,3,,,,,,,,0,0
10905,LogTrimTaggingSpeed,0.630763,1.548383,107,HorizontalPatternDetection,VerticalPatternDetection,,,3,,2,1,0.147619
10912,LogTrimTaggingSpeed,1.733638,3.325653,73,,,,,,,,0.5,0.05
10913,LogTrimTaggingSpeed,1.493394,2.815505,48,,,,,,,,0.5,0.05
10914,LogTrimTaggingSpeed,0.934129,1.910737,83,,,,,,,,0,0
10916,LogTrimTaggingSpeed,1.333424,2.52,20,,,,,,,,0,0
10917,LogTrimTaggingSpeed,1.415194,2.666956,62,,,,,,,,0.666667,0.1
10920,LogTrimTaggingSpeed,1.761311,3.39006,83,,,,,,,,0,0
10922,LogTrimTaggingSpeed,1.466858,2.764193,85,,,,,,,,0,0
10923,LogTrimTaggingSpeed,1.885565,3.694976,107,HorizontalPatternDetection,VerticalPatternDetection,,,5,,4,1,0.147619
10928,LogTrimTaggingSpeed,0.763666,1.697799,62,,,,,,,,0.666667,0.1
4322,LogTrimTaggingSpeed,0.722288,1.649796,1255,HorizontalPatternDetection,VerticalPatternDetection,,,36,,27,0.869565,0.028869
5777,,,,,,,,,,,,0,0
6,LogTrimTaggingSpeed,8.902784,478.635756,5,,,,,,,,0.5,0.005618
6689,LogTrimTaggingSpeed,0.700076,1.624591,1212,HorizontalPatternDetection,VerticalPatternDetection,,,43,,31,0.966667,0.047351
6709,LogTrimTaggingSpeed,0.722431,1.649959,1203,HorizontalPatternDetection,VerticalPatternDetection,,,48,,38,0.708333,0.042804
6779,LogTrimTaggingSpeed,0.767824,1.7027,1123,HorizontalPatternDetection,VerticalPatternDetection,,,66,,53,0.946667,0.061864
7367,LogTrimTaggingSpeed,1.056741,2.080228,747,HorizontalPatternDetection,VerticalPatternDetection,,10,42,,34,0.723333,0.041322
7368,LogTrimTaggingSpeed,0.647218,1.566145,699,HorizontalPatternDetection,VerticalPatternDetection,,,36,,30,0.333333,0.008531
7374,LogTrimTaggingSpeed,0.86829,1.825498,1260,HorizontalPatternDetection,VerticalPatternDetection,,4,53,,44,0.906667,0.053971
7403,LogTrimTaggingSpeed,2.104968,4.301882,11,,,,,,,,0.4,0.019167
7426,LogTrimTaggingSpeed,0.806409,1.748853,1039,HorizontalPatternDetection,VerticalPatternDetection,,,42,,33,0.952381,0.045767
7440,LogTrimTaggingSpeed,0.933091,1.909362,1185,HorizontalPatternDetection,VerticalPatternDetection,,,39,,30,0.847826,0.048728
7453,LogTrimTaggingSpeed,0.788004,1.726684,1005,HorizontalPatternDetection,VerticalPatternDetection,,2,33,,28,0.645833,0.042983
7456,LogTrimTaggingSpeed,0.798912,1.739789,1105,HorizontalPatternDetection,VerticalPatternDetection,,,47,,39,0.810606,0.051304
7485,LogTrimTaggingSpeed,0.605639,1.521652,1080,HorizontalPatternDetection,VerticalPatternDetection,,,57,,46,0.92,0.055205
7488,LogTrimTaggingSpeed,0.262388,1.199462,372,HorizontalPatternDetection,VerticalPatternDetection,,,25,,19,0.4,0.027573
7489,LogTrimTaggingSpeed,7.635044,198.782031,5,,,,,,,,0,0
7490,LogTrimTaggingSpeed,9.603789,778.087623,4,,,,,,,,0,0
7492,LogTrimTaggingSpeed,1.245006,2.370195,446,HorizontalPatternDetection,VerticalPatternDetection,,,17,,13,0.066667,0.004306
7497,,,,,,,,,,,,0,0
7499,LogTrimTaggingSpeed,1.012912,2.01798,803,HorizontalPatternDetection,VerticalPatternDetection,,,25,,21,0.033333,0.002222
7500,LogTrimTaggingSpeed,5.052792,33.192659,15,,,,,,,,0,0
7501,LogTrimTaggingSpeed,6.991019,127.205652,5,,,,,,,,0,0
7502,LogTrimTaggingSpeed,1.521873,2.871636,205,HorizontalPatternDetection,VerticalPatternDetection,,,6,,5,0.1,0.004167
7504,LogTrimTaggingSpeed,1.035202,2.049401,94,HorizontalPatternDetection,,,,3,,,0,0
7506,LogTrimTaggingSpeed,15.54155,47695,2,,,,,,,,0,0
7507,LogTrimTaggingSpeed,1.138631,2.20172,683,HorizontalPatternDetection,VerticalPatternDetection,,,21,,15,0,0
7508,LogTrimTaggingSpeed,17.270049,158053,2,,,,,,,,0,0
7510,,,,,,,,,,,,0,0
7512,LogTrimTaggingSpeed,19.90362,980814,2,,,,,,,,0,0
7513,,,,,,,,,,,,0,0
7515,LogTrimTaggingSpeed,4.644262,25.00704,8,,,,,,,,0,0
7517,,,,,,,,,,,,0,0
7519,LogTrimTaggingSpeed,1.291449,2.447737,135,HorizontalPatternDetection,VerticalPatternDetection,,,9,,4,0.115385,0.006061
7520,LogTrimTaggingSpeed,1.020445,2.028545,74,HorizontalPatternDetection,VerticalPatternDetection,,,3,,2,0.166667,0.006173
7521,LogTrimTaggingSpeed,4.419503,21.399461,13,,,,,,,,0,0
7522,LogTrimTaggingSpeed,2.446617,5.451362,4,,,,,,,,0,0
7525,LogTrimTaggingSpeed,1.296759,2.456764,134,HorizontalPatternDetection,VerticalPatternDetection,,,9,,7,0,0
7530,LogTrimTaggingSpeed,11.827946,3635.520595,3,,,,,,,,0,0
7533,LogTrimTaggingSpeed,1.511372,2.85081,128,HorizontalPatternDetection,VerticalPatternDetection,,,8,,6,0,0
7537,LogTrimTaggingSpeed,6.14749,70.889024,9,,,,,,,,0,0
7538,LogTrimTaggingSpeed,1.394527,2.629024,11,,,,,,,,0,0
7539,LogTrimTaggingSpeed,1.152021,2.22225,339,HorizontalPatternDetection,VerticalPatternDetection,,2,15,,14,0.111111,0.003704
7540,LogTrimTaggingSpeed,1.600409,3.032293,88,HorizontalPatternDetection,,,,3,,,0,0
7541,,,,,,,,,,,,0,0
7544,,,,,,,,,,,,0,0
7546,LogTrimTaggingSpeed,3.17169,9.01102,36,,,,,,,,0.090909,0.00303
7547,LogTrimTaggingSpeed,18.056484,272611,2,,,,,,,,0,0
7548,LogTrimTaggingSpeed,7.293361,156.862998,3,,,,,,,,0,0
7550,LogTrimTaggingSpeed,0.640534,1.558906,348,HorizontalPatternDetection,VerticalPatternDetection,,,10,,7,0.1,0.003333
7551,LogTrimTaggingSpeed,3.253391,9.536047,29,HorizontalPatternDetection,,,,2,,,0,0
7552,LogTrimTaggingSpeed,0.88016,1.84058,29,,,,,,,,0,0
7553,,,,,,,,,,,,0,0
7554,,,,,,,,,,,,0,0
7556,LogTrimTaggingSpeed,0.951845,1.934344,157,HorizontalPatternDetection,VerticalPatternDetection,,,4,,3,0,0
7561,LogTrimTaggingSpeed,1.529301,2.88646,31,,,,,,,,0,0
7564,LogTrimTaggingSpeed,1.499341,2.827135,158,HorizontalPatternDetection,VerticalPatternDetection,,,5,,2,0,0
7565,LogTrimTaggingSpeed,1.863244,3.638249,34,,,,,,,,0,0
7566,LogTrimTaggingSpeed,0.340307,1.266026,904,HorizontalPatternDetection,VerticalPatternDetection,,3,49,,48,0.266667,0.02487
7568,LogTrimTaggingSpeed,0.85691,1.811155,473,HorizontalPatternDetection,VerticalPatternDetection,,,14,,12,0,0
7569,LogTrimTaggingSpeed,2.749647,6.725524,24,,,,,,,,0,0
7575,,,,,,,,,,,,0,0
7576,LogTrimTaggingSpeed,10.434651,1384.021979,10,,,,,,,,0,0
7577,LogTrimTaggingSpeed,2.98496,7.917035,275,HorizontalPatternDetection,VerticalPatternDetection,,,20,,17,0.111111,0.015099
7581,LogTrimTaggingSpeed,10.424165,1373.999237,5,,,,,,,,0,0
7582,LogTrimTaggingSpeed,0.747958,1.679414,137,HorizontalPatternDetection,VerticalPatternDetection,,,6,,2,0.090909,0.003788
7585,LogTrimTaggingSpeed,15.405532,43403.746958,3,,,,,,,,0,0
7587,LogTrimTaggingSpeed,0.535488,1.449432,725,HorizontalPatternDetection,VerticalPatternDetection,,,37,,33,0,0
7588,LogTrimTaggingSpeed,1.583249,2.99644,119,HorizontalPatternDetection,VerticalPatternDetection,,,6,,5,0.090909,0.00303
7589,,,,,,,,,,,,0,0
7591,LogTrimTaggingSpeed,5.277774,38.794329,3,,,,,,,,0,0
7592,LogTrimTaggingSpeed,0.727133,1.655346,105,HorizontalPatternDetection,,,,2,,,0,0
7593,LogTrimTaggingSpeed,4.57744,23.875191,30,,,,,,,,0,0
7594,LogTrimTaggingSpeed,0.831523,1.779563,895,HorizontalPatternDetection,VerticalPatternDetection,,,35,,31,0.035714,0.005479
7598,LogTrimTaggingSpeed,4.269579,19.287302,3,,,,,,,,0,0
7599,LogTrimTaggingSpeed,1.645764,3.129135,6,,,,,,,,0,0
7600,,,,,,,,,,,,1,0.037037
7601,,,,,,,,,,,,0,0
7605,LogTrimTaggingSpeed,1.795456,3.471252,6,,,,,,,,0,0
7608,,,,,,,,,,,,0,0
7609,LogTrimTaggingSpeed,13.27874,9938,2,,,,,,,,0,0
7840,LogTrimTaggingSpeed,0.690803,1.614182,907,HorizontalPatternDetection,VerticalPatternDetection,,,42,,30,1,0.057984
7841,LogTrimTaggingSpeed,0.455959,1.371694,1104,HorizontalPatternDetection,VerticalPatternDetection,,,46,,35,0.973333,0.059229
7842,LogTrimTaggingSpeed,1.040745,2.05729,686,HorizontalPatternDetection,VerticalPatternDetection,,,29,,22,1,0.054802
7844,LogTrimTaggingSpeed,0.841741,1.792211,294,HorizontalPatternDetection,VerticalPatternDetection,,,9,,5,0.958333,0.076406
7845,LogTrimTaggingSpeed,1.043459,2.061164,1202,HorizontalPatternDetection,VerticalPatternDetection,,,51,,41,0.946667,0.052655
7846,LogTrimTaggingSpeed,1.151192,2.220974,1066,HorizontalPatternDetection,VerticalPatternDetection,,,52,,42,0.853333,0.046981
7847,LogTrimTaggingSpeed,0.872498,1.83083,1083,HorizontalPatternDetection,VerticalPatternDetection,,,57,,43,1,0.04471
7848,LogTrimTaggingSpeed,0.64427,1.562948,1049,HorizontalPatternDetection,VerticalPatternDetection,,2,53,,47,0.808333,0.030914
7849,LogTrimTaggingSpeed,0.69635,1.6204,269,HorizontalPatternDetection,VerticalPatternDetection,,,13,,10,0.916667,0.050385
7850,LogTrimTaggingSpeed,1.202183,2.300876,1002,HorizontalPatternDetection,VerticalPatternDetection,,,30,,19,0.56,0.031501
7851,LogTrimTaggingSpeed,0.720254,1.647472,524,HorizontalPatternDetection,VerticalPatternDetection,,3,28,,22,0.75,0.041331
7852,LogTrimTaggingSpeed,0.740328,1.670555,1140,HorizontalPatternDetection,VerticalPatternDetection,,,35,,26,1,0.061801
7856,LogTrimTaggingSpeed,0.65617,1.575894,855,HorizontalPatternDetection,VerticalPatternDetection,,,38,,26,0.96,0.037268
7858,LogTrimTaggingSpeed,1.268153,2.408531,1163,HorizontalPatternDetection,VerticalPatternDetection,,,36,,27,0.946667,0.060735
7859,LogTrimTaggingSpeed,0.775916,1.712277,1053,HorizontalPatternDetection,VerticalPatternDetection,,,56,,45,0.9,0.047225
7862,LogTrimTaggingSpeed,1.084063,2.119999,1102,HorizontalPatternDetection,VerticalPatternDetection,,,63,,48,1,0.047187
7863,LogTrimTaggingSpeed,0.980667,1.973377,1104,HorizontalPatternDetection,VerticalPatternDetection,,,56,,45,0.946667,0.060436
7865,LogTrimTaggingSpeed,1.210281,2.313827,1157,HorizontalPatternDetection,VerticalPatternDetection,,,42,,31,0.92,0.05052
7867,LogTrimTaggingSpeed,1.292481,2.44949,5,,,,,,,,1,0.040263
7868,LogTrimTaggingSpeed,0.742028,1.672525,1113,HorizontalPatternDetection,VerticalPatternDetection,,,63,,51,0.62,0.030401
7870,LogTrimTaggingSpeed,8.02386,260.269092,3,,,,,,,,0.333333,0.01626
7871,LogTrimTaggingSpeed,0.696315,1.620361,1152,HorizontalPatternDetection,VerticalPatternDetection,,,48,,38,0.92,0.051447
7872,LogTrimTaggingSpeed,0.361122,1.284424,554,HorizontalPatternDetection,VerticalPatternDetection,,,21,,12,0.975,0.060261
7873,LogTrimTaggingSpeed,0.992107,1.989088,1147,HorizontalPatternDetection,VerticalPatternDetection,,,52,,37,0.96,0.061663
7875,LogTrimTaggingSpeed,0.157143,1.115077,464,HorizontalPatternDetection,VerticalPatternDetection,,,19,,14,0.666667,0.034897
7876,LogTrimTaggingSpeed,0.69116,1.614581,394,HorizontalPatternDetection,VerticalPatternDetection,,,18,,12,0.928571,0.035246
7878,LogTrimTaggingSpeed,0.571453,1.48602,793,HorizontalPatternDetection,VerticalPatternDetection,,,33,,22,1,0.053376
7879,LogTrimTaggingSpeed,0.975375,1.966153,1079,HorizontalPatternDetection,VerticalPatternDetection,,,52,,38,0.96,0.044126
7881,LogTrimTaggingSpeed,0.907736,1.876099,1065,HorizontalPatternDetection,VerticalPatternDetection,,,62,,53,0.9,0.041316
7883,LogTrimTaggingSpeed,0.688955,1.612115,1187,HorizontalPatternDetection,VerticalPatternDetection,,,46,,36,0.88,0.043836
7884,LogTrimTaggingSpeed,1.018316,2.025554,996,HorizontalPatternDetection,VerticalPatternDetection,,,30,,22,0.9,0.05647
7885,LogTrimTaggingSpeed,1.273105,2.416812,1400,HorizontalPatternDetection,VerticalPatternDetection,,,57,,44,0.893333,0.040491
7886,LogTrimTaggingSpeed,0.282632,1.216412,1024,HorizontalPatternDetection,VerticalPatternDetection,,,19,,13,0.95,0.057659
7887,LogTrimTaggingSpeed,0.683395,1.605914,1024,HorizontalPatternDetection,VerticalPatternDetection,,,42,,32,0.756522,0.048412
8016,LogTrimTaggingSpeed,0.59382,1.509237,452,HorizontalPatternDetection,VerticalPatternDetection,,,19,,16,0.916667,0.0349
8017,LogTrimTaggingSpeed,1.063633,2.090188,234,HorizontalPatternDetection,VerticalPatternDetection,,,9,,8,0.809524,0.040623
8018,LogTrimTaggingSpeed,0.964185,1.950961,179,HorizontalPatternDetection,VerticalPatternDetection,,,7,,5,1,0.022722
8019,LogTrimTaggingSpeed,0.767442,1.702249,672,HorizontalPatternDetection,VerticalPatternDetection,,7,20,,20,0.431818,0.013814
8020,LogTrimTaggingSpeed,0.626756,1.544089,596,HorizontalPatternDetection,VerticalPatternDetection,,,22,,16,0.833333,0.022251
8021,LogTrimTaggingSpeed,0.653496,1.572976,1106,HorizontalPatternDetection,VerticalPatternDetection,,,48,,38,1,0.025786
8022,LogTrimTaggingSpeed,0.974668,1.965189,1170,HorizontalPatternDetection,VerticalPatternDetection,,,50,,40,0.819444,0.026329
8023,LogTrimTaggingSpeed,1.007288,2.010129,690,HorizontalPatternDetection,VerticalPatternDetection,,2,26,,17,0.825,0.02346
8024,LogTrimTaggingSpeed,1.088396,2.126375,1078,HorizontalPatternDetection,VerticalPatternDetection,,2,42,,35,0.888889,0.028732
8025,LogTrimTaggingSpeed,1.171106,2.251843,1110,HorizontalPatternDetection,VerticalPatternDetection,,,50,,42,1,0.025786
8026,LogTrimTaggingSpeed,0.679235,1.601291,425,HorizontalPatternDetection,VerticalPatternDetection,,,13,,10,0.791667,0.044844
8027,LogTrimTaggingSpeed,0.7843,1.722256,1088,HorizontalPatternDetection,VerticalPatternDetection,,,55,,47,0.875,0.01737
8028,LogTrimTaggingSpeed,1.050952,2.071896,1116,HorizontalPatternDetection,VerticalPatternDetection,,,38,,29,0.8125,0.026519
8029,LogTrimTaggingSpeed,0.843136,1.793945,763,HorizontalPatternDetection,VerticalPatternDetection,,,23,,21,0.583333,0.025841
8030,LogTrimTaggingSpeed,0.926401,1.900529,1054,HorizontalPatternDetection,VerticalPatternDetection,,,30,,22,0.9,0.026712
8031,LogTrimTaggingSpeed,0.784268,1.722218,956,HorizontalPatternDetection,VerticalPatternDetection,,,33,,27,0.55,0.014445
8032,LogTrimTaggingSpeed,0.846106,1.797643,834,HorizontalPatternDetection,VerticalPatternDetection,,,39,,31,0.677083,0.032488
8033,LogTrimTaggingSpeed,1.139168,2.20254,865,HorizontalPatternDetection,VerticalPatternDetection,,,39,,32,0.6875,0.019257
8034,LogTrimTaggingSpeed,1.065766,2.093281,1113,HorizontalPatternDetection,VerticalPatternDetection,,,42,,32,0.898551,0.036167
8035,LogTrimTaggingSpeed,0.633538,1.551365,248,HorizontalPatternDetection,VerticalPatternDetection,,,11,,7,1,0.017936
8036,LogTrimTaggingSpeed,0.633162,1.55096,767,HorizontalPatternDetection,VerticalPatternDetection,,,36,,29,0.770408,0.036607
8038,LogTrimTaggingSpeed,1.001054,2.001461,984,HorizontalPatternDetection,VerticalPatternDetection,,,37,,28,0.25,0.011762
8039,LogTrimTaggingSpeed,1.365572,2.576785,984,HorizontalPatternDetection,VerticalPatternDetection,,,38,,29,0.770833,0.020325
8040,LogTrimTaggingSpeed,1.0228,2.031859,949,HorizontalPatternDetection,VerticalPatternDetection,,,45,,39,0.294118,0.006078
8042,LogTrimTaggingSpeed,0.688367,1.611459,1172,HorizontalPatternDetection,VerticalPatternDetection,,,50,,38,0.869565,0.019465
8043,LogTrimTaggingSpeed,0.90722,1.875428,998,HorizontalPatternDetection,VerticalPatternDetection,,,44,,36,0.55,0.015642
8044,LogTrimTaggingSpeed,1.163985,2.240754,749,HorizontalPatternDetection,VerticalPatternDetection,,2,24,,18,0.431818,0.013814
8045,LogTrimTaggingSpeed,0.978684,1.970667,888,HorizontalPatternDetection,VerticalPatternDetection,,3,26,,15,0.798611,0.032092
8046,LogTrimTaggingSpeed,0.91985,1.891919,845,HorizontalPatternDetection,VerticalPatternDetection,,,29,,21,0.375,0.014976
